Web Page Name,Web Display Name,Excel Template Name,Description,Date Added,Version,Data Type,Display Format,Interface Calculation,API Object,API Field Name,Enumeration ID,Model,API Object_API Field Name,Property Type,,,,,
Zoning,Max Site Coverage,Max Site Coverage,Sometimes called Impervious Coverage.,6/26/2020,1.20.0,text,,,Zoning,maxsitecoverage,,,Zoning_maxsitecoverage,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Zoning,Minimum Lot Area,Minimum Lot Area,SF preferred.,6/26/2020,1.20.0,text,,,Zoning,minimumlotarea,,,Zoning_minimumlotarea,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Zoning,Front Set Back Distance,Front Set Back Distance,SF preferred.,6/26/2020,1.20.0,text,,,Zoning,setbackdistance,,,Zoning_setbackdistance,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Zoning,Side Yard Distance,Side Yard Distance,SF preferred.,6/26/2020,1.20.0,text,,,Zoning,sideyarddistance,,,Zoning_sideyarddistance,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Zoning,Back Yard Distance,Back Yard Distance,SF preferred.,6/26/2020,1.20.0,text,,,Zoning,rearyarddistance,,,Zoning_rearyarddistance,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Zoning,Maximum Building Height,Maximum Building Height,SF or stories preferred.,6/26/2020,1.20.0,string,TA,,Zoning,maxbuildheight,,,Zoning_maxbuildheight,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Zoning,Parking Requirements,Parking Requirements,Required Parking spaces etc..,6/26/2020,1.20.0,string,TA,,Zoning,parkingrequirement,,,Zoning_parkingrequirement,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Zoning,Ordinance Document,Ordinance Document,Link to the Ordinance Document,5/28/2021,1.23.2,string,TA,,Zoning,OrdinanceDocument,,,Zoning_OrdinanceDocument,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Zoning,Zoning Comments,Zoning Comments,Comments regarding Zoning for the Parcel.,6/26/2020,1.20.0,string,TA,,Zoning,comments,,,Zoning_comments,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Valuation,Report Date,Report Date,Date of the Appraisal Report,12/18/2020,1.22.0,datetime,mm/dd/yyyy,,,,,,_,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Valuation,Premise  ,Premise  ,An assumption regarding the most likely set of transactional circumstances that may be applicable to the subject valuation.,12/18/2020,1.22.0,,,,,,,,_,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Valuation,Valuation Perspective  ,Valuation Perspective  ,"Identifies a value opinion as being effective at a historic, current or future period.",12/18/2020,1.22.0,,,,,,,,_,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Valuation,Valuation Type  ,Valuation Type  ,"Valuation premise qualifier for valuation scenario - Ex: Market Value, Going Concern, etc.",12/18/2020,1.22.0,,,,,,,,_,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Valuation,Valuation Interest  ,Valuation Interest  ,"Interest appraised for valuation scenario: An enforceable, legal claim to title of or interest in property.",12/18/2020,1.22.0,,,,,,,,_,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Valuation,Effective Date of Value  ,Effective Date of Value  ,The date on which the appraisal or review opinion applies.,12/18/2020,1.22.0,,,,,,,,_,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Valuation,Improvements Value  ,Improvements Value  ,"Concluded contributory value of improvements - obtained from cost estimators, cost manuals, builders and contractors.",12/18/2020,1.22.0,,,,,,,,_,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Valuation,Primary Land Value  ,Primary Land Value  ,"Concluded contributory value of primary land only: the main building site for improved or vacant parcels, unless they are waterfront.",12/18/2020,1.22.0,,,,,,,,_,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Valuation,Permanent Equipment Real Property  ,Permanent Equipment Real Property  ,"Concluded contributory value of permant fixtures & equipment Ex: Elevators, Fixtures (Cranes, Girders)",12/18/2020,1.22.0,,,,,,,,_,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Valuation,Excess Land Value  ,Excess Land Value  ,Concluded contributory value of excess land: Land that is not needed to serve or support the existing improvement.,12/18/2020,1.22.0,,,,,,,,_,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Valuation,Total Value of Real Property  ,Total Value of Real Property  ,"Sum of contributory values to Real Property: land and any property attached directly to it, including any subset of land that has been improved through legal human actions.",12/18/2020,1.22.0,,,,,,,,_,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Valuation,Personaly Property FFandE  ,Personaly Property FFandE  ,"Concluded contributory value of personal property (FF&E) : movable furniture, fixtures, or other equipment that have no permanent connection to the structure of a building.",12/18/2020,1.22.0,,,,,,,,_,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Valuation,Business Enterprise  ,Business Enterprise  ,"Nonphysical assets, including but not limited to franchises, trademarks, patents, copyrights, goodwill, equities, securities, and contracts as distinguished from physical assets such as facilities and equipment.",12/18/2020,1.22.0,,,,,,,,_,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Valuation,Total NonReal Property  ,Total NonReal Property  ,Total value of non real property,12/18/2020,1.22.0,,,,,,,,_,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Valuation,Overall Value Per Index  ,Overall Value Per Index  ,Total Value of Real Property / Primary Improvement Size,12/18/2020,1.22.0,,,,,,,,_,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Valuation,Effective OAR  ,Effective OAR  ,Overall Rate (Capitalization Rate),12/18/2020,1.22.0,,,,,,,,_,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Valuation,Overall EGIM  ,Overall EGIM  ,Effective Gross Income Multiplier from Direct Capitalization Method,12/18/2020,1.22.0,,,,,,,,_,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Valuation,Income Approach Value  ,Income Approach Value  ,Valuation method that uses the income the property generates to estimate fair value. Calculated by dividing the net operating income by the capitalization rate.,12/18/2020,1.22.0,,,,,,,,_,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Valuation,Income Approach Value Per Index  ,Income Approach Value Per Index  ,Income Approach Value / Primary Improvement Size,12/18/2020,1.22.0,,,,,,,,_,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Valuation,Income Approach Effective OAR  ,Income Approach Effective OAR  ,Income Approach Overall Rate (Capitalization Rate),12/18/2020,1.22.0,,,,,,,,_,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Valuation,Direct Cap Method Applied Cap Rate  ,Direct Cap Method Applied Cap Rate  ,Direct Capitalization Method Cap Rate,12/18/2020,1.22.0,,,,,,,,_,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Valuation,Internal Rate of Return Discount Rate  ,Internal Rate of Return Discount Rate  ,The internal rate of return is a discount rate that makes the net present value (NPV) of all cash flows equal to zero in a discounted cash flow analysis.,12/18/2020,1.22.0,,,,,,,,_,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Valuation,Terminal Cap Rate   ,Terminal Cap Rate   ,"Also known as the exit rate, is the rate used to estimate the resale value of a property at the end of the holding period.",12/18/2020,1.22.0,,,,,,,,_,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Valuation,Data Period Type   ,Data Period Type   ,Income/Expense Financial Type,12/18/2020,1.22.0,,,,,,,,_,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Valuation,Period  ,Period  ,The Effective Date of the Pro Forma or the Period of Financials ex: 2019 or 2020 10 months Annualized,12/18/2020,1.22.0,,,,,,,,_,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Valuation,Potential Gross Income   ,Potential Gross Income   ,The total annual income a property would produce with 100% occupancy and no collection or vacancy losses.,12/18/2020,1.22.0,,,,,,,,_,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Valuation,Effective Gross Income  ,Effective Gross Income  ,Effective gross income (EGI) is the Potential Gross Rental Income plus other income minus vacancy and credit costs of a rental property.,12/18/2020,1.22.0,,,,,,,,_,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Valuation,Operating Expenses  ,Operating Expenses  ,Total Operating Expenses of an income producing property,12/18/2020,1.22.0,,,,,,,,_,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Valuation,Net Operating Income  ,Net Operating Income  ,"NOI equals all revenue from the property, minus all reasonably necessary operating expenses.",12/18/2020,1.22.0,,,,,,,,_,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Valuation,Occupancy Rate  ,Occupancy Rate  ,Percent of occupied rentable area or occupied units of a property,12/18/2020,1.22.0,,,,,,,,_,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Valuation,Cost Approach Value  ,Cost Approach Value  ,"The cost approach is a real estate valuation method that estimates the price a buyer should pay for a piece of property is equal the cost to build an equivalent building. In the cost approach, the property's value is equal to the cost of land, plus total costs of construction, less depreciation.",12/18/2020,1.22.0,,,,,,,,_,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Valuation,Cost Approach Value Per Index  ,Cost Approach Value Per Index  ,Cost Approach Value / Primary Improvement Size,12/18/2020,1.22.0,,,,,,,,_,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Valuation,Sales Approach Value   ,Sales Approach Value   ,The Sales Comparison Approach a property valuation method that uses the value of recently sold comparable properties to determine value.,12/18/2020,1.22.0,,,,,,,,_,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Valuation,Sales Approach Value per Index   ,Sales Approach Value per Index   ,Sales Approach Value / Primary Improvement Size,12/18/2020,1.22.0,,,,,,,,_,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Valuation,Bulk Discounted Value   ,Bulk Discounted Value   ,"The most probable price, in a competitive market, for the sale of all parcels within a tract or development project, to a single purchaser or to multiple buyers, discounted to present value.",12/18/2020,1.22.0,,,,,,,,_,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
,,Taxing Authority Parcel *,The jurisdiction responsible for assessment of the property.,7/31/2020,1.20.1,text,,,Assessment_Subparcels OLD,taxingauthority,,Assessment_taxingauthority,Assessment_Subparcels OLD_taxingauthority,,,,,,
,,Tax ID Parcel *,Tax ID or Assessor's Parcel Number,1/25/2014,,text,General,,Assessment_Subparcels OLD,taxid,,Assessment_taxid,Assessment_Subparcels OLD_taxid,,,,,,
,,Assessment Year Parcel *,Assessment Year,1/25/2014,,text,,,Assessment_Subparcels OLD,assessmentyear,,Assessment_assessmentyear,Assessment_Subparcels OLD_assessmentyear,,,,,,
,,Land Assessment Parcel *,Land Assessment,1/25/2014,,float,"$#,##0",Calculate via Button,Assessment_Subparcels OLD,landassessment,,Assessment_landassessment,Assessment_Subparcels OLD_landassessment,,,,,,
,,Improvement Assessment Parcel *,Improvement Assessment,1/25/2014,,float,"$#,##0",Calculate via Button,Assessment_Subparcels OLD,improvementassessment,,Assessment_improvementassessment,Assessment_Subparcels OLD_improvementassessment,,,,,,
,,Other Assessment Parcel *,Other Assessment,1/25/2014,,float,"$#,##0",Calculate via Button,Assessment_Subparcels OLD,otherassessment,,Assessment_otherassessment,Assessment_Subparcels OLD_otherassessment,,,,,,
,,Total Assessment Parcel *,Total Assessment,1/25/2014,,float,"$#,##0",Calculate via Button,Assessment_Subparcels OLD,totalassessment,,Assessment_totalassessment,Assessment_Subparcels OLD_totalassessment,,,,,,
,,Tax Years Parcel *,The year or years Taxes were levied.,7/31/2020,1.20.1,text,,,Assessment_Subparcels OLD,taxyear,,Assessment_taxyear,Assessment_Subparcels OLD_taxyear,,,,,,
,,Tax Rate Code Parcel *,Tax Rate Code.,7/31/2020,1.20.1,text,,,Assessment_Subparcels OLD,taxratecode,,Assessment_taxratecode,Assessment_Subparcels OLD_taxratecode,,,,,,
,,Tax Rate Parcel *,Tax Rate,1/25/2014,,float,"#,##0.00000000",,Assessment_Subparcels OLD,taxrate,,Assessment_taxrate,Assessment_Subparcels OLD_taxrate,,,,,,
,,Tax Rate Per Parcel *,"Used in the calculation of Taxes. Can be $100, $1,000 or a %.",7/31/2020,1.20.1,float,##.##,,Assessment_Subparcels OLD,taxrateper,,Assessment_taxrateper,Assessment_Subparcels OLD_taxrateper,,,,,,
,,Base Taxes Parcel *,Taxes before additional items like Special Assessments,1/27/2022,1.26.1,float,"$#,###.##",,Assessment_Subparcels OLD,basetaxes,,Assessment_basetaxes,Assessment_Subparcels OLD_basetaxes,,,,,,
,,Special Assessments Parcel *,A special assessment tax is a local surtax in addition to regular property taxes that is levied on homeowners to pay for a specific project.,7/31/2020,1.20.1,float,"$#,###.##",,Assessment_Subparcels OLD,specialassessments,,Assessment_specialassessments,Assessment_Subparcels OLD_specialassessments,,,,,,
,,Taxes Parcel *,Taxes,1/25/2014,,float,"$#,##0.00",Calculate via Button,Assessment_Subparcels OLD,taxes,,Assessment_taxes,Assessment_Subparcels OLD_taxes,,,,,,
,,Market Value Parcel *,"Market value is the most probable price, as of a specified date, in cash, or in terms equivalent to cash, or in other precisely revealed terms, for which the specified property rights should sell after reasonable exposure in a competitive market under all conditions requisite to fair sale, with the buyer and seller each acting prudently, knowledgeably, and for self-interest, and assuming that neither is under undue duress.",7/31/2020,1.20.1,float,"$#,###.##",,Assessment_Subparcels OLD,marketvalue,,Assessment_marketvalue,Assessment_Subparcels OLD_marketvalue,,,,,,
,,Equalization Ratio Parcel *,Equalization Ratio,1/25/2014,,float,,,Assessment_Subparcels OLD,equalizationratio,,Assessment_equalizationratio,Assessment_Subparcels OLD_equalizationratio,,,,,,
,,Implied Value Parcel *,Assessment Implied Value,1/25/2014,,float,"$#,##0",Auto-Calculated,Assessment_Subparcels OLD,impliedvalue,,Assessment_impliedvalue,Assessment_Subparcels OLD_impliedvalue,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
,,,,,,,,,Zoning_Subrecords,id,,,Zoning_Subrecords_id,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
,,,,,,,,,Zoning_Subrecords,Zoningid,,,Zoning_Subrecords_Zoningid,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
,,Authority Record *,,,,,,,Zoning_Subrecords,authority,,,Zoning_Subrecords_authority,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
,,,City Ordinance origination.,6/26/2020,1.20.0,text,,,Zoning_Subrecords_NA,jurisdiction,,,Zoning_Subrecords_NA_jurisdiction,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
,,District Record *,District the code is from Example: Commercial.,6/26/2020,1.20.0,text,,,Zoning_Subrecords,district,,,Zoning_Subrecords_district,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
,,Zoning Record *,Zoning Designation,1/25/2014,,text,,,Zoning_Subrecords,zoning,,,Zoning_Subrecords_zoning,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
,,Type Record *,"Zoning Type (Commercial, Multifamily, Residential, Etc)",1/25/2014,,text,,,Zoning_Subrecords,type,,,Zoning_Subrecords_type,Multi-Family (MF),,,,,
,,Summary Record *,"EX: Medium-Density Residential, High-Density Industrial, etc..",6/26/2020,1.20.0,string,TA,,Zoning_Subrecords,summary,,,Zoning_Subrecords_summary,Industrial,,,,,
,,Zoned Density Record *,Density Allowed by Zoning,1/25/2014,,string,TA,,Zoning_Subrecords,zoneddensity,,,Zoning_Subrecords_zoneddensity,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
,,Permitted Uses Record *,A permitted use is a use that is allowed as long as the landowner meets all of the other requirements of the particular zoning category. Permitted uses allow for the use that is intended by the designation.,5/28/2021,1.23.2,varchar,,,Zoning_Subrecords,permitteduses,,,Zoning_Subrecords_permitteduses,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
,,Max Site Coverage *,Sometimes called Impervious Coverage.,6/26/2020,1.20.0,text,,,Zoning_Subrecords,maxsitecoverage,,,Zoning_Subrecords_maxsitecoverage,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
,,Min Lot Area *,SF preferred.,6/26/2020,1.20.0,text,,,Zoning_Subrecords,minlotarea,,,Zoning_Subrecords_minlotarea,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
,,Frong Set Back Distance *,SF preferred.,6/26/2020,1.20.0,text,,,Zoning_Subrecords,frontsetbackdistance,,,Zoning_Subrecords_frontsetbackdistance,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
,,Side Yard Distance Record *,SF preferred.,6/26/2020,1.20.0,text,,,Zoning_Subrecords,sideyarddistance,,,Zoning_Subrecords_sideyarddistance,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
,,Back Yard Distance Record *,SF preferred.,6/26/2020,1.20.0,text,,,Zoning_Subrecords,backyarddistance,,,Zoning_Subrecords_backyarddistance,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
,,Max Building Height Record *,SF or stories preferred.,6/26/2020,1.20.0,string,TA,,Zoning_Subrecords,maxbuildheight,,,Zoning_Subrecords_maxbuildheight,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
,,Parking Requirement Record *,Required Parking spaces etc..,6/26/2020,1.20.0,string,TA,,Zoning_Subrecords,parkingrequirement,,,Zoning_Subrecords_parkingrequirement,Manufactured Housing,,,,,
,,Ordinance Document Record *,Link to the Ordinance Document,5/28/2021,1.23.2,string,TA,,Zoning_Subrecords,ordinancedocument,,,Zoning_Subrecords_ordinancedocument,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
,,Comments Record *,Comments regarding Zoning for the Parcel.,6/26/2020,1.20.0,string,TA,,Zoning_Subrecords,comments,,,Zoning_Subrecords_comments,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
,,,,,,int,,,Sites_Subparcels,parcelid,,,Sites_Subparcels_parcelid,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
,,,,,,int,,,Sites_Subparcels,id,,,Sites_Subparcels_id,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
,,Site Identification Parcel *,Subparcel Identification,,,string,,,Sites_Subparcels,identification,,,Sites_Subparcels_identification,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
,Acres,Acres Parcel *,Total Land Area of the Site in Acres,,,double,,,Sites_Subparcels,acres,,,Sites_Subparcels_acres,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
,Land SF,Land SF Parcel *,Total Land Area of the Site in Square Feet,,,double,,,Sites_Subparcels,landsf,,,Sites_Subparcels_landsf,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
,Comments,Site comments Parcel *,,,,string,,,Sites_Subparcels,subparcelcomments,,,Sites_Subparcels_subparcelcomments,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,,,,,,,,,Improvement_Subrecords_NA,parcelId,,,Improvement_Subrecords_NA_parcelId,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,,,,,,,,,Improvement_Subrecords,id,,,Improvement_Subrecords_id,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Building Description,Description Building *,A Description of the building or space type,7/9/2021,1.24.0,string,text,,Improvement_Subrecords,buildingdescription,,Improvement_BuildingDescription,Improvement_Subrecords_buildingdescription,"Manufactured Housing, Office",,,,,
,, Building *,,,,,,,,constructionclassid,,,_constructionclassid,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Construction Class,Construction Class Building *,Marshall Valuation Services construction classes.,7/26/2019,,string,DDL,,Improvement_Subrecords,constructionclass,constructionclassid,Improvement_constructionclass,Improvement_Subrecords_constructionclass,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
,, Building *,,,,,,,,buildingclassid,,,_buildingclassid,Office,,,,,
Improvements,Building Class,Building Class Building *,Building Class,1/25/2014,,varchar,DDL,,Improvement_Subrecords,buildingclass,buildingclassid,Improvement_buildingclass,Improvement_Subrecords_buildingclass,Office,,permiter in base improvements,,,
Improvements,Perimeter SF,Perimeter SF Building *,Square Feet of Perimeter,7/26/2019,,float,"#,##0.0",,Improvement_Subrecords,perimetersf,,Improvement_perimeter,Improvement_Subrecords_perimetersf,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
,, Building *,,,,,,,,sourceforsfareaid,,,_sourceforsfareaid,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Source For SF Area,Source For SF Area Building *,Source For Square Foot Area,1/25/2014,,varchar,DDL,,Improvement_Subrecords,sourceforsfarea,sourceforsfareaid,Improvement_sourceforsfarea,Improvement_Subrecords_sourceforsfarea,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,gbamultifamily in base improvements,,,
Improvements,Multifamily GBA,Multifamily GBA Building *,Multifamily GBA,1/25/2014,,float,"#,##0",,Improvement_Subrecords,multifamilygba,,Improvement_gbamultifamily,Improvement_Subrecords_multifamilygba,Multi-Family (MF),,"Not in Postman query, Confirmed error in Postman, but mutilfamilyrameters exists?  Tried multifamilyra as well",,,
Improvements,Multifamily RA,Multifamily RA Building *,Multifamily RA,1/25/2014,,float,"#,##0",Auto-Calculated,Improvement_Subrecords_NA,ramultifamily,,Improvement_ramultifamily,Improvement_Subrecords_NA_ramultifamily,Multi-Family (MF),,,,,
Improvements,Multifamily Amenities,Amenities Building *,Multifamily Amenities,1/25/2014,,varchar,@,,Improvement_Subrecords,multifamilyamenities,,Improvement_multifamilyamenities,Improvement_Subrecords_multifamilyamenities,Multi-Family (MF),,,,,
Improvements,Office Units,No Of Office Units Building *,No. of Office Units,1/25/2014,,int,"#,###",,Improvement_Subrecords,noofofficeunits,,Improvement_noofofficeunits,Improvement_Subrecords_noofofficeunits,"Multi-Family (MF), Office",,gbaoffice in base improvements,,,
Improvements,Office GBA,Office GBA Building *,Office GBA,1/25/2014,,float,"#,##0",,Improvement_Subrecords,officegba,,Improvement_gbaoffice,Improvement_Subrecords_officegba,Office,,raoffice in base improvements,,,
Improvements,Office RA,Office RA Building *,Office RA,1/25/2014,,float,"#,##0",,Improvement_Subrecords,officera,,Improvement_raoffice,Improvement_Subrecords_officera,Office,,,,,
Improvements,Usable Area,Usable Area Building *,"The actual occupied area of a floor or an office space; computed by measuring from the finished surface of the office side of corridor and other permanent walls, to the center of partitions that separate the office from adjoining usable areas, and to the inside finished surface of the dominant portion of the permanent outer building walls.",6/20/2019,,float,"#,##0",,Improvement_Subrecords,usablearea,,Improvement_usablearea,Improvement_Subrecords_usablearea,"Retail, Manufactured Housing, Office",,,,,
Improvements,Load Factor,Load Factor Building *,"Compares the amount of space a tenant has to pay for in a commercial lease, versus the amount of space they can actually use.",6/20/2019,,float,0.##%,Calculate via Button,Improvement_Subrecords,loadfactor,,Improvement_loadfactor,Improvement_Subrecords_loadfactor,Manufactured Housing,,,,,
Improvements,Percent Office,Percent Office Building *,Percent Office,1/25/2014,,float,,Calculate via Button,Improvement_Subrecords,percentoffice,,Improvement_percentoffice,Improvement_Subrecords_percentoffice,Office,,,,,
Improvements,Percent Office RA,Percent Office RA Building *,Office Rentable Area/Total Rentable Area,8/28/2019,,float,#.##%,Calculate via Button,Improvement_Subrecords,percentofficera,,Improvement_percentofficera,Improvement_Subrecords_percentofficera,Office,,,,,
Improvements,Retail Units,No Of Retail Units Building *,No. of Retail Units,1/25/2014,,int,"#,###",,Improvement_Subrecords,noofretailunits,,Improvement_noofretailunits,Improvement_Subrecords_noofretailunits,"Retail, Multi-Family (MF)",,gbaRetail in base improvements,,,
Improvements,Retail GBA,Retail GBA Building *,Retail GBA,1/25/2014,,float,"#,##0",,Improvement_Subrecords,retailgba,,Improvement_gbaretail,Improvement_Subrecords_retailgba,Retail,,"Not in Postman query, Check this in Postman",,,
Improvements,Retail GLA,Retail GLA Building *,GLA,1/25/2014,,float,"#,##0",,Improvement_Subrecords,retailgla,,Improvement_raretailgla,Improvement_Subrecords_retailgla,Retail,,,,,
Improvements,Percent Retail,Percent Retail Building *,Percent Retail,1/25/2014,,float,,,Improvement_Subrecords,percentretail,,Improvement_percentretail,Improvement_Subrecords_percentretail,Retail,,,,,
Improvements,Industrial Units,No Of Industrial Units Building *,No. of Industrial Units,1/25/2014,,int,"#,###",,Improvement_Subrecords,noofindustrialunits,,Improvement_noofindustrialunits,Improvement_Subrecords_noofindustrialunits,"Industrial, Multi-Family (MF)",,gbaindustrial in base improvements,,,
Improvements,Industrial GBA,Industrial GBA Building *,Industrial GBA,1/25/2014,,float,"#,##0",,Improvement_Subrecords,industrialgba,,Improvement_gbaindustrial,Improvement_Subrecords_industrialgba,Industrial,,raindustrial in base improvements,,,
Improvements,Industrial RA,Industrial RA Building *,Industrial RA,1/25/2014,,float,"#,##0",,Improvement_Subrecords,industrialra,,Improvement_raindustrial,Improvement_Subrecords_industrialra,Industrial,,,,,
Improvements,Other Units,No Of Other Units Building *,No. of Other Units,1/25/2014,,int,"#,###",,Improvement_Subrecords,noofotherunits,,Improvement_noofotherunits,Improvement_Subrecords_noofotherunits,Multi-Family (MF),,gbaother in base improvements,,,
Improvements,Other GBA,Other GBA Building *,Other GBA,1/25/2014,,float,"#,##0",,Improvement_Subrecords,othergba,,Improvement_gbaother,Improvement_Subrecords_othergba,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,raother in base improvements,,,
Improvements,Other RA,Other RA Building *,Other RA (Rentable Area),1/25/2014,,float,"#,##0",,Improvement_Subrecords,otherra,,Improvement_raother,Improvement_Subrecords_otherra,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,No. of Units,No of Units Building *,Total No. of Units of for Property (All Types),1/25/2014,,int,"#,###",Auto-Calculated,Improvement_Subrecords,noofunits,,Improvement_noofunits,Improvement_Subrecords_noofunits,Multi-Family (MF),,,,,
Improvements,GBA,GBA Building *,Gross Building Area,1/25/2014,,float,"#,##0",Auto-Calculated,Improvement_Subrecords,gba,,Improvement_gbatotal,Improvement_Subrecords_gba,Office,,,,,
Improvements,Rentable Area,Rentable Area Building *,Rentable Area,1/25/2014,,float,"#,##0",Auto-Calculated,Improvement_Subrecords,rentablearea,,Improvement_Subrecords_gba,Improvement_Subrecords_rentablearea,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Land To Building Ratio,Land To Building Ratio Building *,Land To Building Ratio: Land SF/GBA,1/25/2014,,float,0.##,Auto-Calculated,Improvement_Subrecords,landtobuildingratio,,Improvement_landtobuildingratio,Improvement_Subrecords_landtobuildingratio,Office,,,,,
Improvements,Surface Parking Spaces,Surface Parking Spaces Building *,The number of parking spaces that are Surface Parking Spaces.,1/27/2022,1.26.1,int,"#,###",,Improvement_Subrecords,surfaceparkingspaces,,Improvement_surfaceparkingspaces,Improvement_Subrecords_surfaceparkingspaces,Manufactured Housing,,,,,
